,playerName,School,Conf,position,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,yearsInCollege,heightInCm,weightInKg,transferredSchools
444,Aaron Miles\milesaa01,Kansas,Big 12,Guard,30.0,30.0,33.1,2.9,6.3,0.457,1.5,3.6,0.426,1.3,2.7,0.5,2.2,2.8,0.7879999999999999,0.6,2.9,3.5,7.2,1.7,0.3,3.1,1.9,9.3,10.85,4.0,185.0,79.0,0.0
445,Jrue Holiday\holidjr01,UCLA,Pac-10,Guard,35.0,35.0,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.18,1.0,190.0,81.0,0.0
446,Hamady N'Diaye\ndiayha01,Rutgers,Big East,Center,32.0,25.0,28.3,3.6,6.2,0.579,3.6,6.2,0.579,0.0,0.0,0.34321338634857523,2.3,3.8,0.617,2.4,4.8,7.1,0.4,0.4,4.5,1.5,2.9,9.4,5.91,4.0,213.0,106.0,0.0
447,Derrick McKey\mckeyde01,Alabama,SEC,Forward,33.0,33.0,36.3,7.5,12.9,0.581,6.8,11.4,0.603,0.6,1.5,0.42,3.0,3.5,0.862,1.7029752066115702,4.258016528925619,7.5,1.8,1.4,2.3,2.5,2.4,18.6,8.99,3.0,206.0,92.0,0.0
448,Jon Brockman\brockjo01,Washington,Pac-10,Forward,34.0,34.0,30.5,5.6,10.6,0.526,5.6,10.6,0.528,0.0,0.0,0.0,3.7,5.8,0.64,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3.0,14.9,8.19,4.0,201.0,115.0,0.0
449,Trey Johnson\johnstr01,Jackson State,SWAC,Guard,35.0,35.0,37.8,8.9,21.5,0.414,6.6,14.7,0.45,2.3,6.8,0.33299999999999996,7.0,9.5,0.743,1.3,3.2,4.5,2.6,0.9,0.1,3.6,1.8,27.1,-9.94,3.0,196.0,98.0,1.0
450,Chris Taft\taftch01,Pitt,Big East,Forward,29.0,29.0,26.5,5.5,9.4,0.58,5.5,9.4,0.58,0.0,0.0,0.34321338634857523,2.3,4.0,0.586,3.0,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,5.73,2.0,208.0,117.0,0.0
451,Rodney White\whitero02,Charlotte,CUSA,Forward,28.0,26.0,30.9,6.7,13.8,0.48700000000000004,5.5,10.4,0.5329999999999999,1.2,3.4,0.34700000000000003,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,7.91,1.0,206.0,107.0,0.0
452,Matt Carroll\carroma01,Notre Dame,Big East,Guard,34.0,34.0,33.9,6.3,14.3,0.441,3.4,7.2,0.475,2.9,7.1,0.40700000000000003,4.0,4.7,0.8440000000000001,0.9,4.1,5.0,1.6,1.1,0.1,1.6,2.2,19.5,9.43,4.0,198.0,96.0,0.0
453,Festus Ezeli\ezelife01,Vanderbilt,SEC,Center,26.0,22.0,23.2,3.4,6.3,0.539,3.4,6.3,0.539,0.0,0.0,0.34321338634857523,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2.0,2.2,3.2,10.1,8.04,4.0,211.0,115.0,0.0
454,Terrance Roberson\roberte01,Fresno State,WAC,Forward,33.0,30.191721132897605,34.3,5.5,12.9,0.425,2.8,5.6,0.503,2.7,7.3,0.365,2.7,3.2,0.846,1.7029752066115702,4.258016528925619,4.9,4.1,1.2,0.4,3.1,2.3,16.3,3.58,4.0,201.0,97.0,0.0
455,Jordan Sibert\siberjo01,Dayton,A-10,Guard,36.0,35.0,33.8,4.9,10.8,0.456,2.7,4.4,0.61,2.2,6.4,0.349,4.0,5.1,0.7879999999999999,0.2,3.1,3.3,2.0,1.7,0.1,1.8,2.0,16.1,4.06,4.0,193.0,84.0,1.0
456,Mangok Mathiang\mathima01,Louisville,ACC,Forward,33.0,19.0,20.8,3.2,5.9,0.531,3.2,5.9,0.531,0.0,0.0,0.34321338634857523,1.5,2.3,0.6709999999999999,2.6,3.4,6.0,0.7,0.5,1.1,1.2,2.5,7.8,11.15,4.0,208.0,99.0,0.0
457,Scott Machado\machasc01,Iona,MAAC,Guard,33.0,33.0,35.5,4.7,9.5,0.495,3.5,6.5,0.537,1.2,3.0,0.40399999999999997,3.0,3.7,0.8109999999999999,0.9,4.0,4.9,9.9,1.6,0.2,3.3,2.6,13.6,-1.82,4.0,185.0,81.0,0.0
458,Jerry Stackhouse\stackje01,UNC,ACC,Forward,34.0,33.0,34.4,6.3,12.2,0.517,5.2,9.6,0.546,1.1,2.6,0.41100000000000003,5.4,7.6,0.7120000000000001,1.7029752066115702,4.258016528925619,8.2,2.7,1.5,1.7,3.3,2.2,19.2,13.01,2.0,198.0,98.0,0.0
459,Sam Young\youngsa01,Pitt,Big East,Forward,36.0,36.0,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4.0,0.37200000000000005,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1.0,0.8,2.4,1.7,19.2,8.61,4.0,198.0,99.0,0.0
460,Desmond Ferguson\fergude01,Detroit,MW Coll,Guard,32.0,30.191721132897605,33.4,5.0,11.6,0.431,2.4,5.2,0.467,2.6,6.4,0.402,1.4,1.9,0.726,1.7029752066115702,4.258016528925619,5.1,1.8,1.0,0.3,2.2771144278606963,2.327363184079602,14.0,0.14,4.0,201.0,92.0,1.0
461,Tyler Dorsey\dorsety01,Oregon,Pac-12,Guard,39.0,39.0,30.0,4.8,10.4,0.467,2.6,5.1,0.513,2.3,5.3,0.423,2.7,3.6,0.755,0.8,2.6,3.5,1.7,0.8,0.1,1.5,1.5,14.6,8.38,2.0,193.0,81.0,0.0
462,Seth Curry\curryse01,Duke,ACC,Guard,35.0,35.0,32.3,5.6,12.1,0.465,2.9,5.9,0.493,2.7,6.2,0.43799999999999994,3.5,4.3,0.809,0.6,2.0,2.5,1.5,0.9,0.2,1.2,1.7,17.5,9.54,4.0,188.0,83.0,1.0
463,Taurean Green\greenta01,Florida,SEC,Guard,40.0,40.0,33.2,3.9,8.7,0.444,1.8,3.6,0.49700000000000005,2.1,5.1,0.406,3.5,4.2,0.8490000000000001,0.2,2.2,2.4,3.7,1.1,0.0,2.7,1.5,13.3,7.33,3.0,183.0,80.0,0.0
464,Brandan Wright\wrighbr03,UNC,ACC,Forward,37.0,37.0,27.4,6.2,9.5,0.6459999999999999,6.2,9.5,0.6459999999999999,0.0,0.0,0.34321338634857523,2.4,4.2,0.5670000000000001,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,9.3,1.0,206.0,92.0,0.0
465,Ruben Garces\garceru01,Providence,Big East,Center,35.0,30.191721132897605,25.8,4.3,7.9,0.5379999999999999,4.3,7.9,0.5379999999999999,0.0,0.0,0.34321338634857523,1.0,2.4,0.41700000000000004,1.7029752066115702,4.258016528925619,7.8,0.7,0.8,1.5,2.2771144278606963,2.327363184079602,9.5,8.32,2.0,206.0,111.0,0.0
466,Dominic McGuire\mcguido01,Fresno State,WAC,Guard,32.0,32.0,32.9,4.8,10.2,0.47100000000000003,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,-0.14,3.0,206.0,99.0,1.0
467,Mike Batiste\batismi01,Arizona State,Pac-10,Forward,22.0,30.191721132897605,30.8976088289393,7.0,13.7,0.507,6.1,11.3,0.5379999999999999,0.9,2.4,0.358,1.9,3.2,0.6,1.7029752066115702,4.258016528925619,6.9,2.4,1.3,0.7,2.5,3.5,16.7,8.25,3.0,203.0,102.0,0.0
468,Semaj Christon\chrisse01,Xavier,Big East,Guard,34.0,34.0,35.3,5.9,12.4,0.479,5.4,10.9,0.491,0.6,1.4,0.38799999999999996,4.6,6.9,0.6679999999999999,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17.0,8.13,2.0,190.0,86.0,0.0
469,Antonio Harvey\harvean01,Georgia,SEC,Forward,29.0,30.191721132897605,19.7,3.0,6.6,0.455,3.0,6.4,0.465,0.0,0.1,0.0,1.2,2.4,0.507,1.7029752066115702,4.258016528925619,4.3,0.7,0.6,2.1,1.6,2.7,7.2,8.42,2.0,211.0,102.0,1.0
470,Elton Brand\brandel01,Duke,ACC,Center,39.0,30.191721132897605,29.3,6.5,10.5,0.62,6.5,10.5,0.62,0.0,0.0,0.34321338634857523,4.6,6.6,0.7070000000000001,1.7029752066115702,4.258016528925619,9.8,1.1,1.3,2.2,1.7,2.5,17.7,10.13,2.0,203.0,124.0,0.0
471,Russell Westbrook\westbru01,UCLA,Pac-10,Guard,39.0,34.0,33.8,4.7,10.0,0.465,4.0,8.1,0.49700000000000005,0.7,2.0,0.33799999999999997,2.7,3.8,0.713,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.4,12.7,7.71,2.0,190.0,84.0,0.0
472,Brian Cardinal\cardibr01,Purdue,Big Ten,Forward,32.0,29.0,29.5,4.3,10.4,0.41100000000000003,3.0,6.5,0.455,1.3,3.9,0.33899999999999997,4.1,5.3,0.769,1.7029752066115702,4.258016528925619,6.3,2.2,2.0,0.3,2.3,2.7,13.9,9.56,4.0,203.0,111.0,0.0
473,Justise Winslow\winslju01,Duke,ACC,Forward,39.0,39.0,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4.0,0.6409999999999999,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87,1.0,198.0,102.0,0.0
474,Charlie Ward\wardch01,Florida State,ACC,Guard,16.0,16.0,35.9,3.8,10.4,0.365,2.5,5.3,0.47600000000000003,1.3,5.2,0.253,1.6,2.5,0.625,1.7029752066115702,4.258016528925619,3.9,4.9,2.8,0.1,2.6,2.3,10.5,7.22,4.0,188.0,86.0,0.0
475,Jermareo Davidson\davidje01,Alabama,SEC,Forward,30.0,30.0,32.3,5.0,12.2,0.40700000000000003,4.8,11.7,0.414,0.1,0.5,0.25,3.9,5.0,0.775,2.1,6.1,8.2,1.5,0.8,2.3,1.7,1.8,14.0,6.24,4.0,208.0,104.0,0.0
476,Lee Nailon\nailole01,TCU,WAC,Forward,31.0,30.191721132897605,31.9,8.6,16.9,0.508,8.5,16.4,0.515,0.1,0.5,0.267,5.5,7.7,0.715,1.7029752066115702,4.258016528925619,9.3,2.5,1.2,0.9,3.2,3.6,22.8,4.9,2.0,206.0,107.0,0.0
477,Maurice Evans\evansma01,Texas,Big 12,Forward,34.0,34.0,33.0,5.3,12.1,0.44,2.8,5.6,0.5,2.5,6.5,0.389,2.5,3.3,0.757,2.1,3.1,5.3,1.3,1.3,0.6,2.1,3.0,15.6,8.88,3.0,196.0,99.0,1.0
478,Melvin Sanders\sandeme01,Oklahoma State,Big 12,Guard,32.0,32.0,31.5,4.8,11.0,0.442,3.1,5.9,0.526,1.7,5.0,0.342,1.5,2.2,0.6759999999999999,1.3,3.5,4.8,1.6,1.7,0.3,1.7,2.8,12.9,8.46,3.0,196.0,95.0,0.0
479,Blake Griffin\griffbl01,Oklahoma,Big 12,Forward,35.0,35.0,33.3,8.6,13.1,0.654,8.5,12.9,0.659,0.1,0.2,0.375,5.5,9.3,0.59,3.9,10.5,14.4,2.3,1.1,1.2,3.3,2.5,22.7,6.88,2.0,208.0,113.0,0.0
480,Coty Clarke\clarkco01,Arkansas,SEC,Forward,34.0,30.0,22.1,3.1,7.0,0.441,2.4,5.3,0.444,0.7,1.7,0.431,2.5,3.1,0.81,1.4,4.2,5.6,2.4,1.5,0.5,1.3,3.0,9.4,5.57,2.0,201.0,105.0,0.0
481,Anthony Johnson\johnsan02,College of Charleston,TAAC,Guard,32.0,30.191721132897605,34.3,4.9,9.8,0.505,4.0,7.5,0.536,0.9,2.3,0.405,3.1,3.9,0.794,1.7029752066115702,4.258016528925619,3.5,7.2,1.6,0.3,2.2771144278606963,2.327363184079602,13.9,-6.85,4.0,190.0,86.0,0.0
482,Khalid El-Amin\elamikh01,UConn,Big East,Guard,35.0,30.191721132897605,31.9,5.6,13.6,0.41100000000000003,3.8,8.5,0.44299999999999995,1.8,5.1,0.35600000000000004,3.1,3.4,0.892,1.7029752066115702,4.258016528925619,3.1,5.2,1.7,0.1,2.7,2.1,16.0,7.58,3.0,178.0,90.0,0.0
483,Zach LaVine\lavinza01,UCLA,Pac-12,Guard,37.0,1.0,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62,1.0,196.0,81.0,0.0
484,Michael Stewart\stewami01,California,Pac-10,Forward,32.0,30.191721132897605,20.6,2.6,5.0,0.522,2.6,5.0,0.522,0.0,0.0,0.34321338634857523,1.1,2.1,0.529,1.7029752066115702,4.258016528925619,5.0,0.3,0.3,1.8,1.1,2.6,6.3,10.03,4.0,208.0,104.0,0.0
485,Frank Kaminsky\kaminfr01,Wisconsin,Big Ten,Center,39.0,39.0,33.6,6.8,12.5,0.547,5.8,9.9,0.581,1.1,2.6,0.41600000000000004,4.0,5.1,0.78,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,10.29,4.0,213.0,109.0,0.0
486,Sterling Brown\brownst02,Washington,Pac-10,Guard,14.0,0.0,4.9,0.7,1.4,0.526,0.5,0.7,0.7,0.2,0.6,0.33299999999999996,0.3,0.4,0.667,0.4,0.4,0.8,0.5,0.3,0.0,0.2,1.1,1.9,10.1,2.0,193.0,86.0,0.0
487,Russ Smith\smithru01,Louisville,AAC,Guard,37.0,36.0,29.3,6.1,13.0,0.46799999999999997,4.2,8.1,0.517,1.9,4.9,0.387,4.1,5.9,0.705,0.8,2.5,3.3,4.6,2.0,0.1,2.8,2.5,18.2,4.79,4.0,183.0,74.0,0.0
488,Othello Hunter\hunteot01,Ohio State,Big Ten,Forward,37.0,37.0,27.3,4.3,7.2,0.596,4.2,6.9,0.607,0.1,0.2,0.25,1.3,2.4,0.545,2.5,4.0,6.5,0.8,0.6,1.5,1.4,2.4,9.9,7.97,2.0,203.0,102.0,0.0
489,Darvin Ham\hamda01,Texas Tech,SWC,Forward,32.0,32.0,23.5,3.6,6.2,0.581,3.6,6.2,0.584,0.0,0.0,0.0,1.9,4.3,0.442,1.7029752066115702,4.258016528925619,5.7,1.0,0.6,0.3,1.7,2.3,9.1,2.11,3.0,201.0,99.0,0.0
490,Cory Alexander\alexaco01,Virginia,ACC,Guard,20.0,20.0,34.6,6.0,13.2,0.452,4.3,8.3,0.512,1.7,4.9,0.35100000000000003,3.1,4.4,0.701,1.7029752066115702,4.258016528925619,4.2,5.5,1.6,0.2,3.9,2.0,16.7,9.94,4.0,185.0,83.0,0.0
491,Hollis Thompson\thompho01,Georgetown,Big East,Forward,33.0,33.0,31.1,4.7,10.1,0.46399999999999997,2.9,6.0,0.48700000000000004,1.8,4.1,0.43,1.7,2.5,0.679,1.3,4.2,5.5,1.5,0.7,0.5,1.7,2.2,12.8,7.69,3.0,203.0,96.0,0.0
492,Kobi Simmons\simmoko01,Arizona,Pac-12,Guard,37.0,19.0,23.5,3.0,7.6,0.395,2.1,4.9,0.43200000000000005,0.9,2.6,0.327,1.9,2.4,0.775,0.4,1.3,1.6,2.0,0.6,0.1,1.2,1.9,8.7,7.63,1.0,196.0,79.0,0.0
493,Cartier Martin\martica01,Kansas State,Big 12,Forward,35.0,18.0,27.5,5.6,12.2,0.46,3.4,6.5,0.527,2.2,5.8,0.386,3.6,4.5,0.799,2.0,2.5,4.4,1.3,0.7,0.2,1.7,2.7,17.1,5.53,4.0,201.0,99.0,0.0
494,Alonzo Gee\geeal01,Alabama,SEC,Forward,32.0,32.0,32.1,5.5,12.4,0.442,4.7,10.1,0.46,0.8,2.3,0.365,3.2,5.0,0.627,2.8,4.4,7.2,1.3,0.9,0.7,2.3,1.9,15.0,3.99,4.0,198.0,99.0,0.0
495,Chuck Hayes\hayesch01,Kentucky,SEC,Forward,34.0,34.0,29.3,4.2,8.3,0.509,4.2,8.0,0.522,0.1,0.3,0.182,2.4,3.3,0.73,3.0,4.7,7.7,2.3,1.8,1.0,1.9,2.2,10.9,8.1,4.0,198.0,108.0,0.0
496,Deandre Ayton\aytonde01,Arizona,Pac-12,Forward,35.0,35.0,33.5,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1.0,0.34299999999999997,4.0,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,6.84,1.0,216.0,113.0,0.0
497,Damon Stoudamire\stoudda01,Arizona,Pac-10,Guard,30.0,30.0,36.4,7.4,15.5,0.47600000000000003,3.7,7.5,0.489,3.7,8.0,0.465,4.3,5.2,0.826,1.7029752066115702,4.258016528925619,4.3,7.3,1.7,0.0,4.6,2.0,22.8,10.39,4.0,178.0,77.0,0.0
498,Marcus Camby\cambyma01,UMass,A-10,Center,33.0,30.0,30.6,7.8,16.3,0.47700000000000004,7.8,16.0,0.484,0.0,0.2,0.0,4.9,7.1,0.7,1.7029752066115702,4.258016528925619,8.2,1.8,1.0,3.9,2.5,2.6,20.5,8.92,3.0,211.0,99.0,0.0
499,Curtis Borchardt\borchcu01,Stanford,Pac-10,Center,29.0,29.0,30.9,5.9,10.2,0.5760000000000001,5.5,9.3,0.593,0.4,0.9,0.40700000000000003,4.8,7.1,0.67,3.8,7.7,11.4,2.0,0.6,2.9,2.0,2.8,16.9,9.03,3.0,213.0,108.0,0.0
500,James Ennis\ennisja01,Long Beach State,Big West,Guard,33.0,32.0,33.1,5.5,11.2,0.491,3.8,6.6,0.585,1.7,4.7,0.35700000000000004,3.8,4.6,0.8340000000000001,2.0,4.7,6.7,2.1,1.8,1.3,3.0,2.3,16.5,1.92,2.0,201.0,95.0,0.0
501,Chris Duhon\duhonch01,Duke,ACC,Guard,37.0,37.0,35.4,3.7,8.3,0.44799999999999995,2.9,5.7,0.514,0.8,2.6,0.302,1.8,2.4,0.722,0.8,3.2,4.1,6.1,2.2,0.2,2.8,2.1,10.0,10.86,4.0,185.0,83.0,0.0
502,Marshall Plumlee\plumlma02,Duke,ACC,Center,36.0,36.0,30.5,2.9,4.3,0.688,2.9,4.3,0.688,0.0,0.0,0.34321338634857523,2.4,4.3,0.575,3.3,5.3,8.6,1.1,0.8,1.6,1.1,2.8,8.3,10.59,4.0,213.0,115.0,0.0
503,Norris Cole\coleno01,Cleveland State,Horizon,Guard,36.0,36.0,35.7,7.0,15.9,0.439,5.6,11.8,0.473,1.4,4.1,0.342,6.3,7.4,0.853,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,1.74,4.0,188.0,77.0,0.0
504,Kelly Olynyk\olynyke01,Gonzaga,WCC,Forward,32.0,27.0,26.4,6.7,10.7,0.629,6.4,9.8,0.66,0.3,0.9,0.3,4.1,5.3,0.7759999999999999,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,17.8,4.18,3.0,213.0,107.0,0.0
505,Jamil Wilson\wilsoja02,Marquette,Big East,Forward,32.0,32.0,28.9,4.3,9.9,0.428,3.3,6.9,0.473,1.0,3.1,0.327,2.2,3.3,0.67,1.4,4.5,5.9,2.6,0.6,0.5,1.9,2.9,11.7,6.61,4.0,201.0,104.0,1.0
506,Brandon Jennings\jennibr01,Fort Wayne,Ind,Forward,22.0,1.0,11.9,0.7,2.0,0.33299999999999996,0.3,1.0,0.318,0.4,1.0,0.348,0.5,0.5,0.833,0.7,1.3,2.0,0.5,0.3,0.0,0.6,0.9,2.2,0.99,2.0,198.0,103.0,0.0
507,Desmond Penigar\penigde01,Utah State,Big West,Forward,33.0,32.0,27.7,5.8,12.4,0.46799999999999997,4.9,10.0,0.494,0.9,2.4,0.363,3.2,4.5,0.721,2.1,4.5,6.6,0.4,0.9,0.4,1.8,2.1,15.7,-1.43,2.0,201.0,111.0,0.0
508,Etdrick Bohannon\bohanet01,Tennessee,SEC,Forward,14.0,4.0,13.0,1.3,3.9,0.33299999999999996,1.3,3.9,0.33299999999999996,0.0,0.0,0.34321338634857523,1.4,2.6,0.528,1.7029752066115702,4.258016528925619,4.2,0.6,0.1,0.9,1.9,2.1,3.9,8.61,2.0,206.0,99.0,1.0
509,Laron Profit\profila01,Maryland,ACC,Forward,34.0,30.191721132897605,28.9,5.4,10.8,0.503,4.7,8.6,0.5529999999999999,0.7,2.3,0.312,2.9,4.4,0.6759999999999999,1.7029752066115702,4.258016528925619,4.8,2.1,2.0,0.4,2.5,2.3,14.5,9.1,4.0,196.0,92.0,0.0
510,Jason Terry\terryja01,Arizona,Pac-10,Guard,29.0,30.191721132897605,38.2,7.2,16.3,0.44299999999999995,4.6,9.7,0.473,2.6,6.6,0.39799999999999996,4.9,5.8,0.8390000000000001,1.7029752066115702,4.258016528925619,3.3,5.5,2.8,0.2,4.1,1.4,21.9,8.31,4.0,188.0,79.0,0.0
511,Marcus Morris\morrima03,Kansas,Big 12,Forward,38.0,35.0,28.3,6.3,11.1,0.57,5.6,9.1,0.62,0.7,2.0,0.342,3.9,5.7,0.688,2.6,5.0,7.6,1.6,0.8,0.6,1.8,2.6,17.2,7.62,3.0,206.0,106.0,0.0
512,Sviatoslav Mykhailiuk\mykhasv01,Kansas,Big 12,Guard,39.0,39.0,34.5,5.3,12.1,0.434,2.3,5.5,0.423,2.9,6.6,0.444,1.2,1.4,0.804,1.1,2.8,3.9,2.7,1.2,0.3,1.7,2.5,14.6,11.87,4.0,203.0,88.0,0.0
513,Brad Miller\millebr01,Purdue,Big Ten,Center,34.0,32.0,29.2,5.6,8.9,0.632,5.5,8.6,0.644,0.1,0.3,0.3,5.9,7.5,0.78,1.7029752066115702,4.258016528925619,8.9,2.5,1.2,1.6,3.0,2.7,17.2,9.23,4.0,211.0,110.0,0.0
514,Lindsey Hunter\hunteli01,Jackson State,SWAC,Guard,34.0,30.191721132897605,33.9,9.4,22.9,0.41200000000000003,6.1,13.2,0.46299999999999997,3.3,9.6,0.341,4.6,5.9,0.7709999999999999,1.7029752066115702,4.258016528925619,3.4,3.4,2.6,0.4,2.8,1.9,26.7,-3.63,4.0,188.0,77.0,1.0
515,Keith McLeod\mcleoke01,Bowling Green State,MAC,Guard,33.0,33.0,33.6,6.8,15.0,0.452,4.1,8.5,0.48200000000000004,2.7,6.5,0.41200000000000003,6.6,8.2,0.807,0.8,3.4,4.2,2.7,2.0,0.1,3.1,2.7,22.9,1.46,4.0,188.0,85.0,0.0
516,D.J. White\whitedj01,Indiana,Big Ten,Forward,33.0,33.0,33.5,6.5,10.8,0.605,6.5,10.7,0.607,0.0,0.1,0.33299999999999996,4.3,6.2,0.6890000000000001,3.0,7.3,10.3,0.8,0.8,1.6,1.9,2.5,17.4,6.08,4.0,206.0,113.0,0.0
517,Austin Daye\dayeau01,Gonzaga,WCC,Forward,34.0,33.0,26.3,4.7,9.8,0.47700000000000004,3.6,7.3,0.494,1.1,2.5,0.429,2.3,3.2,0.706,1.1,5.8,6.8,1.1,0.7,2.1,2.1,2.9,12.7,3.55,2.0,211.0,90.0,0.0
518,Nazr Mohammed\mohamna01,Kentucky,SEC,Center,39.0,30.191721132897605,30.8976088289393,4.9,8.2,0.597,4.9,8.2,0.597,0.0,0.0,0.34321338634857523,2.3,3.5,0.652,1.7029752066115702,4.258016528925619,7.2,0.7,0.9,1.9,2.2771144278606963,2.327363184079602,12.0,9.85,3.0,208.0,100.0,0.0
519,Robert Archibald\archiro01,Illinois,Big Ten,Center,34.0,31.0,22.6,3.4,5.1,0.659,3.4,5.1,0.6629999999999999,0.0,0.0,0.0,3.9,6.0,0.654,2.1,3.5,5.5,1.3,0.7,1.1,2.0,3.6,10.6,9.94,4.0,211.0,113.0,0.0
520,Roshown McLeod\mcleoro01,Duke,ACC,Forward,36.0,30.191721132897605,30.8976088289393,5.4,11.0,0.494,4.2,8.1,0.524,1.2,3.0,0.41100000000000003,3.1,4.4,0.706,1.7029752066115702,4.258016528925619,5.6,1.4,1.2,0.7,2.2771144278606963,2.327363184079602,15.3,9.33,4.0,203.0,100.0,1.0
521,Ronnie Price\pricero01,Utah Valley,Ind,Guard,28.0,28.0,37.2,8.2,19.1,0.42700000000000005,5.3,11.2,0.47600000000000003,2.9,8.0,0.359,5.1,6.4,0.789,0.9,3.3,4.2,3.0,1.8,0.2,3.0,2.3,24.3,6.308021390374332,4.0,188.0,86.0,1.0
522,Jermaine Jackson\jacksje01,Detroit,MW Coll,Guard,31.0,30.191721132897605,34.9,4.2,9.8,0.43,3.5,7.4,0.465,0.8,2.4,0.32,4.7,6.3,0.7490000000000001,1.7029752066115702,4.258016528925619,6.4,4.5,1.2,0.2,2.9,1.8,13.9,-0.14,4.0,193.0,92.0,0.0
523,Don MacLean\macledo01,UCLA,Pac-10,Forward,32.0,32.0,32.3,7.2,14.2,0.504,7.0,13.7,0.51,0.2,0.5,0.353,6.2,6.7,0.9209999999999999,1.7029752066115702,4.258016528925619,7.8,2.1,0.5,0.2,2.6,2.3,20.7,9.81,4.0,208.0,106.0,0.0
524,Isaiah Taylor\taylois01,Texas,Big 12,Guard,33.0,33.0,30.9,4.8,11.5,0.42,4.2,9.6,0.44,0.6,1.8,0.311,4.8,5.9,0.8109999999999999,0.4,2.4,2.8,5.0,0.9,0.2,1.8,2.7,15.0,11.71,3.0,185.0,77.0,0.0
525,Kyle Singler\singlky01,Duke,ACC,Forward,37.0,37.0,34.8,5.9,13.8,0.43,4.2,8.5,0.49700000000000005,1.7,5.2,0.321,3.4,4.2,0.8059999999999999,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,8.31,4.0,203.0,104.0,0.0
526,Ryan Hollins\holliry01,UCLA,Pac-10,Center,33.0,24.0,21.5,2.5,4.1,0.619,2.5,4.1,0.619,0.0,0.0,0.34321338634857523,2.0,3.3,0.602,2.0,2.8,4.8,0.3,0.2,0.9,1.2,2.5,7.0,8.27,4.0,213.0,104.0,0.0
527,Aaron Gordon\gordoaa01,Arizona,Pac-12,Forward,38.0,38.0,31.2,5.0,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.35600000000000004,2.0,4.7,0.42200000000000004,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,9.04,1.0,206.0,102.0,0.0
528,Bobby Simmons\simmobo01,DePaul,CUSA,Forward,29.0,28.0,33.8,5.1,11.5,0.447,3.0,5.8,0.524,2.1,5.7,0.37,4.3,5.3,0.8,2.6,5.9,8.6,2.5,0.8,0.1,2.1,3.3,16.7,8.02,3.0,201.0,95.0,0.0
529,Yante Maten\matenya01,Georgia,SEC,Forward,33.0,33.0,34.3,6.3,13.5,0.46399999999999997,5.4,10.9,0.493,0.9,2.6,0.341,5.8,7.3,0.8009999999999999,3.5,5.1,8.6,1.5,0.5,1.5,2.0,2.2,19.3,8.87,4.0,203.0,108.0,0.0
530,Shai Gilgeous-Alexander\gilgesh01,Kentucky,SEC,Guard,37.0,24.0,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.40399999999999997,3.9,4.7,0.8170000000000001,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73,1.0,198.0,81.0,0.0
531,Delonte West\westde01,St. Joseph's,A-10,Guard,32.0,32.0,33.5,6.6,13.0,0.51,4.9,8.8,0.557,1.8,4.3,0.41200000000000003,3.9,4.3,0.892,1.2,4.2,5.4,4.7,1.7,0.2,2.6,1.9,18.9,4.97,3.0,193.0,81.0,0.0
